loan_amnt,title,dti,emp_length,approved
13500,Debt consolidation,0.1015,< 1 year,No
10000,Home buying,0.1732,< 1 year,No
8000,Debt consolidation,0.2128,< 1 year,No
1000,Moving and relocation,0.1229,< 1 year,No
5000,Other,0.1287,< 1 year,No
15000,Debt consolidation,0.3333,< 1 year,No
10000,Debt consolidation,0.7722,< 1 year,No
5000,Debt consolidation,0.2122,< 1 year,No
5000,Credit card refinancing,0.1261,9+ years,No
15000,Other,0.3282,< 1 year,No
20000,Debt consolidation,0.5164,< 1 year,No
5000,Other,0.084,< 1 year,No
17000,Debt consolidation,0.264,< 1 year,No
20000,Debt consolidation,0.34,< 1 year,No
2500,Debt consolidation,0.498,< 1 year,No
5000,Credit card refinancing,0.2345,< 1 year,No
3000,Debt consolidation,0.1561,< 1 year,No
10000,Debt consolidation,0.2206,< 1 year,No
3000,Other,0.1208,< 1 year,No
5000,Debt consolidation,0.4054,< 1 year,No
10000,Credit card refinancing,0.1508,< 1 year,No
30000,Debt consolidation,0.2097,< 1 year,No
40000,Other,0.2915,< 1 year,No
19000,Moving and relocation,3.32,< 1 year,No
10000,Credit card refinancing,0.315,< 1 year,No
2000,Other,0.0096,< 1 year,No
22500,Debt consolidation,0.2908,< 1 year,No
25000,Debt consolidation,0.6387,< 1 year,No
5000,Debt consolidation,1,< 1 year,No
10000,Other,2.4793,< 1 year,No
30000,Debt consolidation,0.4475,< 1 year,No
7000,Debt consolidation,0.2699,< 1 year,No
13000,Debt consolidation,0.2171,< 1 year,No
7000,Debt consolidation,0.2963,< 1 year,No
11000,Debt consolidation,0.4427,< 1 year,No
3025,Debt consolidation,0.399,< 1 year,No
15000,Debt consolidation,0.1935,< 1 year,No
40000,Debt consolidation,0.3928,< 1 year,No
4000,Debt consolidation,0.0402,< 1 year,No
6500,Home buying,0.043,< 1 year,No
1000,Debt consolidation,0.0824,< 1 year,No
30000,Home buying,0.01,< 1 year,No
25000,Debt consolidation,0.3789,< 1 year,No
5000,Medical expenses,0.4015,< 1 year,No
12000,Credit card refinancing,0.2402,9+ years,No
10000,Debt consolidation,0.2966,< 1 year,No
35000,Credit card refinancing,0.396,< 1 year,No
10000,Credit card refinancing,0.0828,< 1 year,No
10000,Debt consolidation,0.3148,< 1 year,No
15000,Credit card refinancing,0.6776,< 1 year,No
10000,Debt consolidation,0.2334,< 1 year,No
2500,Debt consolidation,0.1111,< 1 year,No
10000,Credit card refinancing,0.4172,< 1 year,No
1500,Other,0.0889,< 1 year,No
1500,Moving and relocation,0.2007,< 1 year,No
40000,Debt consolidation,99.99,< 1 year,No
3000,Vacation,0.6995,< 1 year,No
25000,Debt consolidation,0.2451,< 1 year,No
3000,Debt consolidation,0.1221,< 1 year,No
5000,Other,0.0455,< 1 year,No
5000,Credit card refinancing,0.3884,< 1 year,No
29125,Car financing,1,< 1 year,No
40000,Debt consolidation,0.1585,< 1 year,No
15000,Debt consolidation,0.6687,< 1 year,No
15000,Debt consolidation,0.0815,< 1 year,No
25000,Credit card refinancing,0.0882,< 1 year,No
6000,Debt consolidation,0.2883,< 1 year,No
2000,Debt consolidation,0.0998,< 1 year,No
8000,Debt consolidation,0.1708,< 1 year,No
15000,Debt consolidation,0.1747,< 1 year,No
1000,Other,1,< 1 year,No
1200,Other,0.216,< 1 year,No
1000,Moving and relocation,0.4007,< 1 year,No
40000,Debt consolidation,0.4781,< 1 year,No
15000,Other,0.1795,< 1 year,No
30000,Debt consolidation,0.4509,4 years,No
10000,Debt consolidation,0.0143,< 1 year,No
10000,Credit card refinancing,0.1481,< 1 year,No
25000,Debt consolidation,0.2162,< 1 year,No
10000,Debt consolidation,0.1696,< 1 year,No
20000,Credit card refinancing,0.1898,< 1 year,No
35000,Debt consolidation,0.2685,< 1 year,No
25000,Debt consolidation,0.1392,< 1 year,No
10000,Debt consolidation,0.167,< 1 year,No
10000,Medical expenses,0.0737,< 1 year,No
40000,Debt consolidation,0.3085,< 1 year,No
14000,Credit card refinancing,0.3077,< 1 year,No
10000,Credit card refinancing,0.089,< 1 year,No
14000,Major purchase,0.0115,< 1 year,No
30000,Major purchase,0.0145,< 1 year,No
10000,Debt consolidation,0.2124,< 1 year,No
25000,Debt consolidation,0.1618,< 1 year,No
10000,Debt consolidation,0.7646,< 1 year,No
10000,Credit card refinancing,0.2215,< 1 year,No
3500,Major purchase,0.0088,< 1 year,No
25000,Debt consolidation,0.5338,< 1 year,No
5000,Home buying,0.2368,< 1 year,No
8000,Debt consolidation,0.416,< 1 year,No
5000,Debt consolidation,0.1875,< 1 year,No
10000,Debt consolidation,0.0891,< 1 year,No
10000,Debt consolidation,1.0592,< 1 year,No
6000,Credit card refinancing,0.006,< 1 year,No
2000,Debt consolidation,0.2699,< 1 year,No
10000,Debt consolidation,6.2386,< 1 year,No
5500,Credit card refinancing,0.122,< 1 year,No
5000,Debt consolidation,0.1696,< 1 year,No
35000,Major purchase,0.0692,< 1 year,No
25000,Debt consolidation,0.3081,< 1 year,No
5000,Debt consolidation,5.199,< 1 year,No
40000,Major purchase,0.1875,< 1 year,No
20000,Debt consolidation,0.1493,< 1 year,No
2000,Other,0.2069,< 1 year,No
6000,Debt consolidation,1,< 1 year,No
2000,Credit card refinancing,0.2466,< 1 year,No
35000,Other,0.0709,< 1 year,No
1500,Home buying,0.203,8 years,No
10000,Credit card refinancing,0.2605,< 1 year,No
10000,Home buying,0.1248,< 1 year,No
5200,Debt consolidation,0.2125,< 1 year,No
3500,Other,0.1083,< 1 year,No
5000,Other,0.1961,< 1 year,No
10000,Debt consolidation,0.0499,< 1 year,No
1500,Other,0.0479,< 1 year,No
1500,Credit card refinancing,0.0737,< 1 year,No
5000,Debt consolidation,0.0379,< 1 year,No
10000,Debt consolidation,0.1246,< 1 year,No
5000,Other,0.1248,< 1 year,No
3000,Other,0.0492,< 1 year,No
2000,Debt consolidation,0.0879,< 1 year,No
5000,Credit card refinancing,3.6166,< 1 year,No
10000,Credit card refinancing,22.605,< 1 year,No
12000,Credit card refinancing,0.298,< 1 year,No
30000,Major purchase,0.1827,< 1 year,No
3000,Debt consolidation,0.2311,< 1 year,No
5000,Major purchase,0.0903,< 1 year,No
3500,Debt consolidation,0.0419,< 1 year,No
10000,Other,0.0505,< 1 year,No
9500,Other,0.0464,< 1 year,No
10000,Credit card refinancing,0.5831,< 1 year,No
25500,Debt consolidation,0.5886,< 1 year,No
25000,Debt consolidation,0.3085,< 1 year,No
2500,Credit card refinancing,0.4494,< 1 year,No
5000,Debt consolidation,0.2238,< 1 year,No
2500,Other,0.1864,< 1 year,No
20000,Home improvement,0.224,< 1 year,No
5000,Home improvement,0.4164,< 1 year,No
40000,Debt consolidation,0.2167,< 1 year,No
30000,Debt consolidation,0.3545,< 1 year,No
7500,Debt consolidation,0.0332,< 1 year,No
1500,Debt consolidation,0.0708,< 1 year,No
20000,Debt consolidation,0.0582,< 1 year,No
10000,Medical expenses,0.2523,< 1 year,No
20000,Car financing,0.0094,< 1 year,No
1500,Moving and relocation,1,< 1 year,No
1200,Other,0.1301,< 1 year,No
4000,Major purchase,0.0162,< 1 year,No
4000,Other,0.1402,< 1 year,No
10000,Credit card refinancing,0.1373,< 1 year,No
15000,Debt consolidation,0.102,< 1 year,No
7000,Debt consolidation,0.1352,< 1 year,No
38000,Debt consolidation,0.065,5 years,No
30000,Debt consolidation,0.6483,< 1 year,No
5975,Other,0.3812,< 1 year,No
10000,Debt consolidation,0.6352,< 1 year,No
15000,Other,0.2634,< 1 year,No
5000,Debt consolidation,0.5044,< 1 year,No
15000,Credit card refinancing,0.4603,< 1 year,No
5000,Debt consolidation,0.1076,< 1 year,No
10000,Debt consolidation,0.1935,< 1 year,No
6000,Debt consolidation,0.1224,< 1 year,No
5000,Debt consolidation,0.2977,< 1 year,No
5000,Moving and relocation,0.2629,< 1 year,No
10000,Credit card refinancing,0.1276,< 1 year,No
2000,Debt consolidation,0.1698,< 1 year,No
10000,Debt consolidation,0.1215,< 1 year,No
2000,Credit card refinancing,0.1367,< 1 year,No
3000,Car financing,0.2645,< 1 year,No
15000,Debt consolidation,0.1227,< 1 year,No
5000,Debt consolidation,0.3447,< 1 year,No
1000,Moving and relocation,0.4449,< 1 year,No
40000,Debt consolidation,0.3012,< 1 year,No
5000,Debt consolidation,0.065,< 1 year,No
1000,Other,1,< 1 year,No
2500,Debt consolidation,0.2918,< 1 year,No
4000,Debt consolidation,0.2011,< 1 year,No
25000,Debt consolidation,0.3967,< 1 year,No
20000,Home buying,0.3121,< 1 year,No
10000,Business,0.1851,< 1 year,No
25000,Debt consolidation,0.223,< 1 year,No
25000,Debt consolidation,0.0379,< 1 year,No
40000,Debt consolidation,0.5749,< 1 year,No
20000,Other,0.1065,< 1 year,No
15000,Car financing,1,< 1 year,No
2000,Other,0.025,< 1 year,No
1000,Other,0.03,< 1 year,No
5000,Debt consolidation,0.1781,< 1 year,No
15000,Debt consolidation,0.2555,< 1 year,No
6000,Debt consolidation,0.5773,< 1 year,No
30000,Home improvement,0.0733,< 1 year,No
30000,Credit card refinancing,0.2414,< 1 year,No
40000,Debt consolidation,0.397,< 1 year,No
35000,Other,0.0745,< 1 year,No
1000,Other,1,< 1 year,No
30500,Debt consolidation,0.2751,< 1 year,No
10000,Debt consolidation,3.6621,< 1 year,No
2000,Debt consolidation,0.2567,< 1 year,No
3000,Medical expenses,0.0599,< 1 year,No
15000,Credit card refinancing,0.3614,< 1 year,No
30000,Credit card refinancing,0.2715,< 1 year,No
10000,Debt consolidation,0.1676,< 1 year,No
10000,Debt consolidation,0.46,< 1 year,No
15000,Debt consolidation,0.3918,< 1 year,No
17000,Other,0.1415,< 1 year,No
5000,Debt consolidation,0.2967,< 1 year,No
2000,Debt consolidation,0.2169,< 1 year,No
17500,Debt consolidation,0.9289,< 1 year,No
10000,Vacation,0.1077,< 1 year,No
5000,Debt consolidation,0.2064,< 1 year,No
40000,Debt consolidation,0.4311,< 1 year,No
4000,Major purchase,0.0065,< 1 year,No
25000,Debt consolidation,0.1868,< 1 year,No
5000,Other,0.2188,< 1 year,No
25000,Other,0.513,< 1 year,No
5000,Car financing,0.0683,< 1 year,No
6000,Debt consolidation,1,< 1 year,No
10000,Credit card refinancing,0.1803,< 1 year,No
5000,Moving and relocation,0.1158,< 1 year,No
12000,Credit card refinancing,0.2003,< 1 year,No
10000,Credit card refinancing,0.1524,< 1 year,No
30000,Debt consolidation,0.322,< 1 year,No
35000,Other,0.1368,< 1 year,No
30000,Debt consolidation,1.6328,< 1 year,No
35000,Debt consolidation,0.3109,< 1 year,No
6000,Debt consolidation,0.3431,< 1 year,No
6000,Debt consolidation,0.3526,< 1 year,No
15000,Debt consolidation,0.1221,< 1 year,No
10000,Credit card refinancing,111.2,< 1 year,No
10000,Debt consolidation,0.087,< 1 year,No
10000,Credit card refinancing,0.2143,< 1 year,No
40000,Medical expenses,0.4694,< 1 year,No
10000,Debt consolidation,0.1473,< 1 year,No
15000,Car financing,0.0231,< 1 year,No
3500,Debt consolidation,0.5495,< 1 year,No
1000,Vacation,0.1481,< 1 year,No
40000,Debt consolidation,0.0787,< 1 year,No
1000,Major purchase,0.2686,< 1 year,No
1000,Other,0.2076,< 1 year,No
3000,Credit card refinancing,0.0506,< 1 year,No
12000,Debt consolidation,0.545,< 1 year,No
40000,Debt consolidation,1,< 1 year,No
2500,Debt consolidation,1,< 1 year,No
3000,Debt consolidation,0.1394,< 1 year,No
5000,Credit card refinancing,0.151,< 1 year,No
20000,Debt consolidation,0.2366,< 1 year,No
2500,Other,0.6709,5 years,No
2000,Other,0.1667,< 1 year,No
10000,Home buying,0.0519,< 1 year,No
20000,Other,0.4436,< 1 year,No
6000,Debt consolidation,0.2244,< 1 year,No
20000,Debt consolidation,0.6543,< 1 year,No
10000,Credit card refinancing,0.3212,< 1 year,No
10000,Debt consolidation,0.0831,< 1 year,No
15000,Credit card refinancing,0.386,< 1 year,No
5500,Debt consolidation,0.284,< 1 year,No
20000,Home buying,0.0209,< 1 year,No
10000,Debt consolidation,0.6016,< 1 year,No
10000,Debt consolidation,1,< 1 year,No
1000,Car financing,0.2076,< 1 year,No
5000,Debt consolidation,0.1116,< 1 year,No
15000,Debt consolidation,0.1904,< 1 year,No
7000,Moving and relocation,0.0432,9+ years,No
20000,Debt consolidation,0.1002,< 1 year,No
10000,Credit card refinancing,0.0157,< 1 year,No
5000,Other,0.101,< 1 year,No
40000,Debt consolidation,0.3589,< 1 year,No
10000,Debt consolidation,0.2027,< 1 year,No
5000,Credit card refinancing,0.88,< 1 year,No
4000,Other,1,< 1 year,No
5000,Debt consolidation,0.0993,< 1 year,No
5000,Debt consolidation,0.1537,< 1 year,No
20000,Debt consolidation,0.5286,< 1 year,No
25000,Other,0.005,< 1 year,No
35000,Business,0.0011,< 1 year,No
1000,Debt consolidation,0.0758,< 1 year,No
16000,Credit card refinancing,0.3014,< 1 year,No
30000,Other,0.0256,< 1 year,No
25000,Debt consolidation,0.1926,< 1 year,No
15000,Debt consolidation,0.8314,< 1 year,No
10000,Major purchase,0.4324,< 1 year,No
18825,Car financing,1,< 1 year,No
6000,Home improvement,0.2535,< 1 year,No
10000,Debt consolidation,0.1182,< 1 year,No
20000,Debt consolidation,0.5633,< 1 year,No
3000,Debt consolidation,0.0055,< 1 year,No
1000,Other,0.0784,< 1 year,No
20000,Debt consolidation,1.1911,< 1 year,No
10000,Medical expenses,0.0267,< 1 year,No
5000,Credit card refinancing,0.4427,< 1 year,No
10000,Home buying,0.1223,< 1 year,No
15000,Debt consolidation,0.357,< 1 year,No
15000,Debt consolidation,0.5195,< 1 year,No
5000,Credit card refinancing,4.0192,< 1 year,No
13000,Credit card refinancing,0.1812,< 1 year,No
20000,Debt consolidation,0.2206,< 1 year,No
10000,Credit card refinancing,0.2809,< 1 year,No
5000,Debt consolidation,0.3785,< 1 year,No
6000,Debt consolidation,0.3606,< 1 year,No
5000,Other,0.2613,< 1 year,No
5500,Major purchase,0.4214,< 1 year,No
5000,Home improvement,0.4755,< 1 year,No
8000,Debt consolidation,0.3224,< 1 year,No
6000,Credit card refinancing,0.1578,< 1 year,No
2000,Other,0.1131,< 1 year,No
18000,Other,0.4844,< 1 year,No
1000,Debt consolidation,0.0124,< 1 year,No
2500,Moving and relocation,0.4472,< 1 year,No
10000,Credit card refinancing,0.2025,< 1 year,No
40000,Debt consolidation,0.1391,< 1 year,No
8000,Debt consolidation,0.5914,< 1 year,No
1000,Debt consolidation,0.2815,< 1 year,No
18000,Debt consolidation,0.3113,< 1 year,No
5000,Major purchase,0.1372,< 1 year,No
40000,Business,0.2067,5 years,No
2500,Other,0.0773,< 1 year,No
1000,Other,0.1235,< 1 year,No
10000,Debt consolidation,0.2135,< 1 year,No
30000,Debt consolidation,0.098,< 1 year,No
3500,Car financing,0.1646,< 1 year,No
10000,Other,0.2075,< 1 year,No
40000,Debt consolidation,1,< 1 year,No
40000,Debt consolidation,0.1734,< 1 year,No
10000,Moving and relocation,0.0377,< 1 year,No
2000,Other,0.3637,< 1 year,No
10000,Car financing,1.443,< 1 year,No
5000,Debt consolidation,0.1412,< 1 year,No
2000,Credit card refinancing,0.1619,< 1 year,No
40000,Debt consolidation,0.4119,< 1 year,No
40000,Credit card refinancing,0.2873,< 1 year,No
5000,Debt consolidation,0.208,< 1 year,No
30000,Car financing,1,< 1 year,No
3000,Other,0.0347,< 1 year,No
4000,Debt consolidation,0.138,< 1 year,No
15000,Debt consolidation,0.2873,< 1 year,No
5000,Debt consolidation,0.1191,< 1 year,No
10000,Other,0.4209,< 1 year,No
18000,Credit card refinancing,0.2993,< 1 year,No
25000,Credit card refinancing,0.1135,< 1 year,No
2000,Debt consolidation,0.1413,< 1 year,No
10000,Major purchase,0.0569,< 1 year,No
4000,Debt consolidation,0.2575,< 1 year,No
25000,Debt consolidation,0.279,< 1 year,No
5000,Other,0.0522,< 1 year,No
7500,Home improvement,0.435,< 1 year,No
10000,Debt consolidation,0.1824,< 1 year,No
5000,Credit card refinancing,0.352,< 1 year,No
20000,Other,0.2248,< 1 year,No
20575,Car financing,1,3 years,No
40000,Debt consolidation,0.0707,< 1 year,No
18075,Car financing,1,< 1 year,No
20000,Debt consolidation,0.0421,< 1 year,No
10000,Debt consolidation,0.0927,< 1 year,No
15000,Major purchase,0.1719,< 1 year,No
10000,Other,0.0659,< 1 year,No
5000,Home improvement,0.2043,< 1 year,No
40000,Debt consolidation,1,< 1 year,No
1500,Other,0.1609,< 1 year,No
3000,Debt consolidation,0.1618,< 1 year,No
2000,Debt consolidation,0.1099,< 1 year,No
15000,Home improvement,0.3571,< 1 year,No
22450,Car financing,1,1 year,No
40000,Major purchase,0.0518,< 1 year,No
30000,Debt consolidation,0.4851,< 1 year,No
5000,Debt consolidation,0.1034,< 1 year,No
25500,Credit card refinancing,0.6113,< 1 year,No
4500,Debt consolidation,0.4179,< 1 year,No
10675,Debt consolidation,0.1046,< 1 year,No
2500,Other,0.0223,< 1 year,No
4000,Debt consolidation,0.2944,< 1 year,No
21350,Car financing,1,< 1 year,No
5000,Debt consolidation,0.0522,< 1 year,No
5000,Debt consolidation,0.4814,< 1 year,No
3000,Debt consolidation,0.036,< 1 year,No
5000,Major purchase,0.0075,< 1 year,No
5000,Home improvement,0.3502,< 1 year,No
10000,Debt consolidation,1,< 1 year,No
1000,Other,1,< 1 year,No
7000,Credit card refinancing,0.674,< 1 year,No
25000,Debt consolidation,0.2384,< 1 year,No
16000,Debt consolidation,0.3658,< 1 year,No
10000,Other,0.036,< 1 year,No
10000,Debt consolidation,0.4472,< 1 year,No
25000,Debt consolidation,0.2712,< 1 year,No
5000,Credit card refinancing,0.2375,< 1 year,No
10000,Medical expenses,0.2392,< 1 year,No
35000,Debt consolidation,0.3388,< 1 year,No
1500,Car financing,0.2424,< 1 year,No
2000,Other,0.1971,5 years,No
5000,Home buying,0.0636,< 1 year,No
15000,Credit card refinancing,0.1457,< 1 year,No
40000,Debt consolidation,0.2266,< 1 year,No
20000,Debt consolidation,0.1151,< 1 year,No
6000,Credit card refinancing,0.1224,< 1 year,No
25000,Debt consolidation,0.3739,< 1 year,No
1500,Other,0.2508,< 1 year,No
10000,Debt consolidation,0.488,< 1 year,No
8000,Credit card refinancing,0.145,< 1 year,No
6000,Debt consolidation,0.364,< 1 year,No
3000,Home improvement,0.1345,< 1 year,No
30000,Debt consolidation,0.0922,< 1 year,No
12000,Debt consolidation,0.0879,< 1 year,No
35000,Major purchase,0.1905,< 1 year,No
5000,Medical expenses,0.0211,< 1 year,No
15000,Debt consolidation,0.0717,< 1 year,No
20000,Other,0.1447,< 1 year,No
5000,Debt consolidation,0.1888,< 1 year,No
1000,Debt consolidation,0.1599,< 1 year,No
2000,Debt consolidation,0.1873,< 1 year,No
1000,Other,0.1596,< 1 year,No
6000,Credit card refinancing,0.1637,< 1 year,No
35000,Debt consolidation,0.4449,< 1 year,No
38000,Debt consolidation,0.1486,< 1 year,No
9000,Debt consolidation,0.1278,< 1 year,No
5000,Debt consolidation,0.2909,< 1 year,No
8000,Credit card refinancing,0.1126,< 1 year,No
35000,Debt consolidation,0.5648,< 1 year,No
15000,Home buying,0.4929,< 1 year,No
7000,Debt consolidation,0.1348,< 1 year,No
10000,Debt consolidation,0.31,< 1 year,No
15000,Home improvement,1,< 1 year,No
12000,Credit card refinancing,0.7168,< 1 year,No
5000,Other,0.3741,< 1 year,No
6000,Other,0.2102,< 1 year,No
5000,Debt consolidation,0.2555,< 1 year,No
1500,Home improvement,0.2149,< 1 year,No
6000,Other,0.033,< 1 year,No
15000,Debt consolidation,0.333,< 1 year,No
1500,Debt consolidation,0.0012,< 1 year,No
23000,Credit card refinancing,1,< 1 year,No
20000,Debt consolidation,0.6376,< 1 year,No
5000,Other,0.0141,< 1 year,No
10000,Credit card refinancing,0.724,< 1 year,No
16500,Debt consolidation,0.018,< 1 year,No
4000,Debt consolidation,0.077,< 1 year,No
9500,Major purchase,0.1204,< 1 year,No
1000,Other,0.1522,< 1 year,No
1000,Debt consolidation,0.0912,< 1 year,No
40000,Other,0.2486,< 1 year,No
1000,Home improvement,1.5374,< 1 year,No
2500,Credit card refinancing,0.1662,< 1 year,No
5000,Debt consolidation,0.1296,< 1 year,No
8000,Debt consolidation,0.104,< 1 year,No
20000,Debt consolidation,0.1225,< 1 year,No
